,count,year,author1,author2
0,2,2014,65/7449,c/SatishChandra
0,5,2019,65/7449,c/SatishChandra
0,11,2020,65/7449,c/SatishChandra
0,10,2021,65/7449,c/SatishChandra
0,2,2022,65/7449,c/SatishChandra
0,3,2019,65/7449,46/2181
0,3,2020,65/7449,46/2181
0,4,2020,260/2726,c/SatishChandra
0,4,2021,260/2726,c/SatishChandra
0,3,2019,c/SatishChandra,46/2181
0,3,2020,c/SatishChandra,46/2181
0,3,2016,46/8261,c/RohitChadha
0,7,2017,46/8261,c/RohitChadha
0,3,2018,46/8261,c/RohitChadha
0,7,2020,46/8261,c/RohitChadha
0,3,2019,245/0010,83/2884
0,4,2022,245/0010,83/2884
0,3,2019,245/0010,d/JustinDauwels
0,4,2022,245/0010,d/JustinDauwels
0,3,2019,83/2884,d/JustinDauwels
0,4,2022,83/2884,d/JustinDauwels
0,7,2022,325/4701,225/7475
0,7,2022,325/4701,130/9482-2
0,7,2022,325/4701,62/8429
0,7,2022,325/4701,325/4771
0,7,2022,325/4701,67/1771-1
0,8,2018,225/7475,130/9482-2
0,12,2019,225/7475,130/9482-2
0,16,2020,225/7475,130/9482-2
0,8,2021,225/7475,130/9482-2
0,15,2022,225/7475,130/9482-2
0,7,2022,225/7475,62/8429
0,7,2022,225/7475,325/4771
0,8,2018,225/7475,67/1771-1
0,12,2019,225/7475,67/1771-1
0,18,2020,225/7475,67/1771-1
0,12,2021,225/7475,67/1771-1
0,17,2022,225/7475,67/1771-1
0,8,2018,225/7475,133/3411
0,12,2019,225/7475,133/3411
0,16,2020,225/7475,133/3411
0,8,2021,225/7475,133/3411
0,8,2022,225/7475,133/3411
0,7,2022,130/9482-2,62/8429
0,7,2022,130/9482-2,325/4771
0,8,2018,130/9482-2,67/1771-1
0,12,2019,130/9482-2,67/1771-1
0,16,2020,130/9482-2,67/1771-1
0,8,2021,130/9482-2,67/1771-1
0,15,2022,130/9482-2,67/1771-1
0,8,2018,130/9482-2,133/3411
0,12,2019,130/9482-2,133/3411
0,16,2020,130/9482-2,133/3411
0,8,2021,130/9482-2,133/3411
0,8,2022,130/9482-2,133/3411
0,4,2021,130/9482-2,06/5852
0,4,2022,130/9482-2,06/5852
0,7,2022,62/8429,325/4771
0,7,2022,62/8429,67/1771-1
0,7,2022,325/4771,67/1771-1
0,2,2014,67/1771-1,133/3411
0,6,2015,67/1771-1,133/3411
0,8,2018,67/1771-1,133/3411
0,12,2019,67/1771-1,133/3411
0,16,2020,67/1771-1,133/3411
0,11,2021,67/1771-1,133/3411
0,8,2022,67/1771-1,133/3411
0,3,2018,67/1771-1,223/4438
0,3,2020,67/1771-1,223/4438
0,5,2022,07/7776,309/9066
0,5,2022,07/7776,03/2134
0,9,2022,07/7776,23/5823
0,5,2022,309/9066,03/2134
0,5,2022,309/9066,23/5823
0,5,2022,03/2134,23/5823
0,1,2014,03/2134,53/2189
0,2,2022,03/2134,53/2189
0,2,2022,23/5823,46/2181
0,3,2019,227/4507,230/1216
0,3,2020,227/4507,230/1216
0,6,2022,227/4507,230/1216
0,6,2022,278/8463,152/1011
0,9,2019,156/1020,241/7773
0,7,2020,156/1020,241/7773
0,6,2021,156/1020,241/7773
0,11,2022,156/1020,241/7773
0,2,2015,156/1020,l/HofungLeung
0,6,2017,156/1020,l/HofungLeung
0,6,2018,156/1020,l/HofungLeung
0,11,2019,156/1020,l/HofungLeung
0,11,2020,156/1020,l/HofungLeung
0,8,2021,156/1020,l/HofungLeung
0,11,2022,156/1020,l/HofungLeung
0,9,2019,241/7773,l/HofungLeung
0,7,2020,241/7773,l/HofungLeung
0,6,2021,241/7773,l/HofungLeung
0,11,2022,241/7773,l/HofungLeung
0,6,2022,21/3113,144/1022
0,6,2022,21/3113,135/8173
0,6,2022,21/3113,s/ReidGSimmons
0,6,2022,21/3113,62/6555
0,8,2021,144/1022,135/8173
0,10,2022,144/1022,135/8173
0,6,2022,144/1022,s/ReidGSimmons
0,6,2022,144/1022,62/6555
0,6,2022,135/8173,s/ReidGSimmons
0,6,2022,135/8173,62/6555
0,6,2022,s/ReidGSimmons,62/6555
0,2,2020,273/7157,91/9826
0,3,2022,273/7157,91/9826
0,3,2014,176/0245,125/4223
0,3,2015,176/0245,125/4223
0,3,2016,176/0245,125/4223
0,13,2019,176/0245,125/4223
0,6,2021,176/0245,125/4223
0,3,2014,176/0245,96/1216
0,3,2015,176/0245,96/1216
0,3,2016,176/0245,96/1216
0,7,2019,176/0245,96/1216
0,4,2021,176/0245,96/1216
0,3,2014,125/4223,96/1216
0,3,2015,125/4223,96/1216
0,3,2016,125/4223,96/1216
0,7,2019,125/4223,96/1216
0,4,2021,125/4223,96/1216
0,4,2020,157/6334,207/8071
0,4,2022,157/6334,207/8071
0,4,2018,157/6334,81/3323
0,3,2019,157/6334,81/3323
0,12,2020,157/6334,81/3323
0,9,2022,157/6334,81/3323
0,5,2020,157/6334,135/5770
0,5,2022,157/6334,135/5770
0,5,2020,157/6334,35/860
0,5,2022,157/6334,35/860
0,4,2020,207/8071,81/3323
0,4,2022,207/8071,81/3323
0,3,2021,207/8071,53/2189
0,6,2019,81/3323,175/9380
0,6,2020,81/3323,175/9380
0,12,2021,81/3323,175/9380
0,6,2019,81/3323,135/5770
0,8,2020,81/3323,135/5770
0,6,2021,81/3323,135/5770
0,8,2022,81/3323,135/5770
0,2,2013,81/3323,35/860
0,4,2014,81/3323,35/860
0,6,2015,81/3323,35/860
0,8,2016,81/3323,35/860
0,4,2018,81/3323,35/860
0,6,2019,81/3323,35/860
0,10,2020,81/3323,35/860
0,14,2021,81/3323,35/860
0,22,2022,81/3323,35/860
0,3,2021,53/2189,46/2181
0,7,2022,53/2189,46/2181
0,6,2021,53/2189,175/9380
0,10,2022,53/2189,175/9380
0,3,2021,46/2181,175/9380
0,7,2022,46/2181,175/9380
0,3,2017,175/9380,207/7607
0,6,2021,175/9380,207/7607
0,6,2021,175/9380,133/3411
0,6,2021,175/9380,223/4438
0,6,2021,175/9380,222/2018
0,6,2019,135/5770,35/860
0,8,2020,135/5770,35/860
0,6,2021,135/5770,35/860
0,8,2022,135/5770,35/860
0,18,2020,207/7607,133/3411
0,29,2021,207/7607,133/3411
0,21,2022,207/7607,133/3411
0,12,2018,207/7607,223/4438
0,8,2019,207/7607,223/4438
0,30,2020,207/7607,223/4438
0,29,2021,207/7607,223/4438
0,18,2022,207/7607,223/4438
0,18,2020,207/7607,222/2018
0,24,2021,207/7607,222/2018
0,18,2022,207/7607,222/2018
0,12,2018,207/7607,223/4580
0,8,2019,207/7607,223/4580
0,36,2020,207/7607,223/4580
0,26,2021,207/7607,223/4580
0,21,2022,207/7607,223/4580
0,22,2020,133/3411,223/4438
0,36,2021,133/3411,223/4438
0,21,2022,133/3411,223/4438
0,22,2020,133/3411,222/2018
0,28,2021,133/3411,222/2018
0,21,2022,133/3411,222/2018
0,18,2020,133/3411,223/4580
0,23,2021,133/3411,223/4580
0,18,2022,133/3411,223/4580
0,3,2022,133/3411,06/5852
0,22,2020,223/4438,222/2018
0,28,2021,223/4438,222/2018
0,18,2022,223/4438,222/2018
0,12,2018,223/4438,223/4580
0,8,2019,223/4438,223/4580
0,30,2020,223/4438,223/4580
0,23,2021,223/4438,223/4580
0,18,2022,223/4438,223/4580
0,18,2020,222/2018,223/4580
0,18,2021,222/2018,223/4580
0,18,2022,222/2018,223/4580
0,12,2022,06/5852,318/1400
0,16,2014,147/4905,119/1493
0,8,2020,147/4905,119/1493
0,16,2014,147/4905,68/3832
0,8,2020,147/4905,68/3832
0,16,2014,147/4905,71/9421
0,8,2020,147/4905,71/9421
0,16,2014,147/4905,139/0736
0,8,2020,147/4905,139/0736
0,16,2014,147/4905,56/1688
0,8,2020,147/4905,56/1688
0,20,2014,147/4905,56/953
0,8,2020,147/4905,56/953
0,10,2013,119/1493,68/3832
0,16,2014,119/1493,68/3832
0,5,2015,119/1493,68/3832
0,8,2020,119/1493,68/3832
0,18,2013,119/1493,71/9421
0,16,2014,119/1493,71/9421
0,4,2015,119/1493,71/9421
0,9,2016,119/1493,71/9421
0,8,2020,119/1493,71/9421
0,16,2014,119/1493,139/0736
0,8,2020,119/1493,139/0736
0,3,2012,119/1493,56/1688
0,28,2013,119/1493,56/1688
0,20,2014,119/1493,56/1688
0,9,2015,119/1493,56/1688
0,12,2016,119/1493,56/1688
0,3,2017,119/1493,56/1688
0,8,2020,119/1493,56/1688
0,3,2012,119/1493,56/953
0,32,2013,119/1493,56/953
0,20,2014,119/1493,56/953
0,9,2015,119/1493,56/953
0,12,2016,119/1493,56/953
0,3,2017,119/1493,56/953
0,8,2020,119/1493,56/953
0,16,2014,68/3832,71/9421
0,8,2020,68/3832,71/9421
0,16,2014,68/3832,139/0736
0,8,2020,68/3832,139/0736
0,10,2013,68/3832,56/1688
0,16,2014,68/3832,56/1688
0,5,2015,68/3832,56/1688
0,8,2020,68/3832,56/1688
0,10,2013,68/3832,56/953
0,16,2014,68/3832,56/953
0,5,2015,68/3832,56/953
0,8,2020,68/3832,56/953
0,16,2014,71/9421,139/0736
0,8,2020,71/9421,139/0736
0,4,2012,71/9421,56/1688
0,14,2013,71/9421,56/1688
0,20,2014,71/9421,56/1688
0,7,2015,71/9421,56/1688
0,9,2016,71/9421,56/1688
0,3,2017,71/9421,56/1688
0,8,2020,71/9421,56/1688
0,7,2012,71/9421,56/953
0,18,2013,71/9421,56/953
0,20,2014,71/9421,56/953
0,9,2015,71/9421,56/953
0,9,2016,71/9421,56/953
0,5,2017,71/9421,56/953
0,8,2020,71/9421,56/953
0,16,2014,139/0736,56/1688
0,3,2018,139/0736,56/1688
0,8,2020,139/0736,56/1688
0,24,2014,139/0736,56/953
0,3,2018,139/0736,56/953
0,10,2019,139/0736,56/953
0,8,2020,139/0736,56/953
0,2,2007,56/1688,56/953
0,2,2009,56/1688,56/953
0,8,2010,56/1688,56/953
0,8,2011,56/1688,56/953
0,26,2012,56/1688,56/953
0,47,2013,56/1688,56/953
0,31,2014,56/1688,56/953
0,36,2015,56/1688,56/953
0,41,2016,56/1688,56/953
0,28,2017,56/1688,56/953
0,15,2018,56/1688,56/953
0,14,2019,56/1688,56/953
0,16,2020,56/1688,56/953
0,8,2021,56/1688,56/953
0,18,2022,56/1688,56/953
0,18,2020,187/8653,16/8758
0,8,2021,187/8653,16/8758
0,18,2020,187/8653,56/9834
0,18,2020,187/8653,166/1409
0,18,2020,187/8653,198/1298
0,14,2021,187/8653,198/1298
0,4,2022,187/8653,198/1298
0,18,2020,187/8653,180/5419
0,8,2021,187/8653,180/5419
0,18,2020,187/8653,215/5341
0,18,2020,187/8653,35/10625
0,18,2020,16/8758,56/9834
0,18,2020,16/8758,166/1409
0,7,2018,16/8758,198/1298
0,11,2019,16/8758,198/1298
0,20,2020,16/8758,198/1298
0,8,2021,16/8758,198/1298
0,3,2018,16/8758,180/5419
0,13,2019,16/8758,180/5419
0,26,2020,16/8758,180/5419
0,10,2021,16/8758,180/5419
0,2,2022,16/8758,180/5419
0,18,2020,16/8758,215/5341
0,18,2020,16/8758,35/10625
0,18,2020,56/9834,166/1409
0,18,2020,56/9834,198/1298
0,18,2020,56/9834,180/5419
0,6,2018,56/9834,215/5341
0,18,2020,56/9834,215/5341
0,18,2020,56/9834,35/10625
0,18,2020,166/1409,198/1298
0,18,2020,166/1409,180/5419
0,18,2020,166/1409,215/5341
0,8,2018,166/1409,35/10625
0,18,2020,166/1409,35/10625
0,3,2018,198/1298,180/5419
0,9,2019,198/1298,180/5419
0,18,2020,198/1298,180/5419
0,8,2021,198/1298,180/5419
0,18,2020,198/1298,215/5341
0,18,2020,198/1298,35/10625
0,18,2020,180/5419,215/5341
0,18,2020,180/5419,35/10625
0,18,2020,215/5341,35/10625
